text,discourse_relation
"I must try the thing again, said the bear; when I watch you, I then think I ought to be able to do it too.",evaluation
"I shall send my honest old minister to the weavers, thought the emperor.",evaluation
anyone have ore to trade?,evaluation
"You came, Sophy, not in the glory of outward beauty, though you are even fairer than is necessary.",evaluation
skinnylinny made an offer to trade 1 wheat for 1 clay from the bank or a port.,evaluation
"The third said, My gift is, that a king shall come and take her to wife.",evaluation
I declare you have put on your Sunday clothes!,evaluation
Nancy made an offer to trade 2 sheep for 1 wood from the bank or a port.,evaluation
"She lay on the sofa asleep, and she was so beautiful that the merchant's son could not help kissing her.",evaluation
"wood would be great,",evaluation
"There he was to sit and watch where they went to dance; and, in order that nothing might pass without his hearing it, the door of his chamber was left open.",evaluation
does anyone have wood?,evaluation
"Yes, indeed, answered the maiden, but the little roe must go with me, I cannot leave him.",evaluation
ljaybrad123 made an offer to trade 2 sheep for 1 clay from the bank or a port.,evaluation
50/50 short,evaluation
well im her now!,evaluation
Gaeilgeoir made an offer to trade 3 wheat for 1 ore from the bank or a port.,evaluation
When the fox saw him he was out of the hole at one bound.,evaluation
i see sotty,evaluation
"She would go there at once, and there she would dig.",evaluation
LJ?,evaluation
"Yet will I be compassionate, and take you in, if you will do what I wish.",evaluation
"They were very good to the poor; they fed them and clothed them, and in their benevolence there was judgment as well as true Christianity.",evaluation
"It is not very pleasant, certainly; I should imagine it is something like being married; for here I am stuck fast.",evaluation
"The cat runs quickly up the stair, And lets her tail fly here and there, Until she comes to the parlour door.",evaluation
"I am as valuable as any other corn, said he, and I am much handsomer; my flowers are as beautiful as the bloom of the apple blossom, and it is a pleasure to look at us.",evaluation
"When I know, I will fly directly to her, and propose.",evaluation
J made an offer to trade 1 clay for 1 wood from the bank or a port.,evaluation
"It is a horrible story: I will not keep it to myself, but let it go farther.",evaluation
"They said therefore to each other: What can we do here, let us go home.",evaluation
"She is the very image of my dead wife: unless I have her, I shall not find any bride upon the whole earth, and you say there must be a queen.",evaluation
anyone have any ore?,evaluation
nhave clay for ore or sheep?,evaluation
anyone trade clay for wheat?,evaluation
I will give you a piece of advice.,evaluation
"My brother liked the stranger so much that he begged him to spend a couple of days with us, to which, after some hesitation, he consented.",evaluation
"Stop! cried the old goblin, is that the only house-keeping they can perform?",evaluation
"Then Gambling Hansel said, For my part, you may stay the night, but I cannot give you a bed or anything to eat.",evaluation
Darest thou to follow me? asked the form.,evaluation
*you cant end your tuirn yet,evaluation
or clary,evaluation
This happens every night!,evaluation
It ended,evaluation
"Who are you, and what do you want? asked the man in a grumbling voice.",evaluation
They wanted to go out and woo the King's daughter; for the maiden in question had publicly announced that she would choose for her husband that youth who could arrange his words best.,evaluation
"They took him forth, but when they should have killed him, they could not do it for pity, and let him go, and they cut the eyes and tongue out of a deer that they might carry them to the old man as a token.",evaluation
"They will be very proud when they find that I am going to marry a Turkish angel; but you must think of some very pretty stories to tell them, for my parents like to hear stories better than anything.",evaluation
"It was a ridiculous list- horse-radish, soup, and stuffed cabbage.",evaluation
"Yes, if we had chosen,' they each thought, 'we might have spent a very pleasant evening.'",evaluation
amanda has more,evaluation
"What he thought was sufficiently expressed in his features and movements: Miserable beggars, who are looking in, you are nothing in comparison to me.",evaluation
"Katherine made an offer to trade 2 wheat, 2 wood for 1 clay from the bank or a port.",evaluation
I feel quite giddy when I look at him.,evaluation
"Here is a foreign hothouse plant, too tender for the gardens of the North.",evaluation
never had a 9,evaluation
I need clay or ore,evaluation
"It was about a week afterwards we arrived in the town, and put up at the inn.",evaluation
You a true friend!,evaluation
Kittles made an offer to trade 1 ore for 1 wheat from the bank or a port.,evaluation
"In a flash of lightning heaven opens, and we can look in; but the sight will strike even human beings blind.",evaluation
I will give you a piece of advice.,evaluation
So that is a burning mountain; but is it not very dangerous to the people who live near it?,evaluation
No one has pointed out the spot where it blooms in all its splendor.,evaluation
Would it not be more sensible to put the house in order?,evaluation
"The second said, My gift is, that gold pieces shall fall out of her mouth every time she speaks.",evaluation
or put done,evaluation
I can give an ore,evaluation
It is not boiled enough; it is hard.,evaluation
"Last night there was a miserable little hut standing there, and to-day there is a beautiful new house.",evaluation
"Tomorrow, you shall only do me a very trifling piece of work.",evaluation
What a long train he has!,evaluation
do i still get paid fot his?,evaluation
"If the tea-urn won't sing,' said the pen, 'she can leave it alone; there is a nightingale in a cage who can sing; she has not been taught much, certainly, but we need not say anything this evening about that.'",evaluation
